,text,docid,sequence,totalTokens,uniqueTokens,lexicalDiversity,scoreNeg,scoreNeu,scorePos,scoreCom,chunks,position
116,know so little night we cause her end Mr and Mrs Horm all to to take Tom and I home to their house it was very kind and thoughtful we took supper with them and after a little went to bed Sunday Sept 16t Another beautiful day my cough would not let me sleep last night we took breakfast with Mr and family had a strole nong Mr Totherighan 1 the Garden saw the children feed their Babbits then left for his mothers who we found pretty well in the Afternoon willie brought his lady to tea and Mrs whentley called to see us Amey Mrs. Allen Willie and self went to Church I did not care for the rain my cough was troublesome and the evening was close we called for Tom whe had been to see an old friend John Stocks we left ut and P.M. call had the mother M Sister goodnight then went up to Mr Tom were we took supper and then to bed Monday Sept 11th Suite a sumers being day breakfasted with Mr and Mrs Tatherighan our last day in Fapunda found the dear other pretty wall we leave for Adelaide this Afternoon I dread the parting of Tom with we left Capunda by the P.M. his mother train for Adelaide Amey and myself went to the main street to get a trap to take us to the Station for Adelaide the rain came on about 3.30 P.M. and lasted all the evening I was over my shoes in mad coming home Tom loaded with the Portanted and other things he had a pack horse load we got home,D0002,117,280,151,0.5392857142857143,0.037,0.9,0.064,0.3881,447,0.26174496644295303
117,Tatherighan our last day in Fapunda found the dear other pretty wall we leave for Adelaide this Afternoon I dread the parting of Tom with we left Capunda by the P.M. his mother train for Adelaide Amey and myself went to the main street to get a trap to take us to the Station for Adelaide the rain came on about 3.30 P.M. and lasted all the evening I was over my shoes in mad coming home Tom loaded with the Portanted and other things he had a pack horse load we got home about 8.P.M. Tuesday Sept 13 no rain today Tom went to lown I stayed at home washing all the morning Tom came home to dinner I dressed and went out with him in the afternoon the case of Lloyd and sevan was settled today out of cout much to our delight Tom wants me to start for home by the Wollimia on Thursday it is short notice and although I have been in Adelaide over three months have seen but little and have been nowhere I shall be all day tomorrow packing I neever had such a worring trip master Frank sent Tom a message asking could be buy a filly for twelve pounds he was in a great rage about it and said he would send the boy home but I think he as himself to blame for giving the young Scamp so much liberty. My Stepmother is in a rage about his coming and can't be nasty enough. My Father too I can see is taking her part so I have a pleasant life with one thing and another If what I,D0002,118,284,163,0.573943661971831,0.0915,0.8095,0.099,-0.27642500000000003,447,0.2639821029082774
118,I shall be all day tomorrow packing I neever had such a worring trip master Frank sent Tom a message asking could be buy a filly for twelve pounds he was in a great rage about it and said he would send the boy home but I think he as himself to blame for giving the young Scamp so much liberty. My Stepmother is in a rage about his coming and can't be nasty enough. My Father too I can see is taking her part so I have a pleasant life with one thing and another If what I see from day to day amongst people professing religion and expecting when they die to be taken unto god to sit at his right hand at the last day then there surely must be a corner left for such as I. Wednesday Sept 13 A dry day but Tom turned out this morning in a fearful temper it made me very ill all the morning could not do anything dressed at twelve o'clock to see the doctor but meet Tom at the top of the road he had a grin on his face which irritated me dreadfully he said he had come to take me to the show I would not go with him but I came home and we had a great quarrel packed up all the Clothes I did not want to send by Wollimia on Thursday dressed again to meet Amey who came down by the evening train after she had some tea we Tom Amey and Maria all went to the Opera it was very good but we could not understand much of it being Italian we saw Amy home and walked home ourselves,D0002,119,289,167,0.5778546712802768,0.14066666666666666,0.7696666666666667,0.08966666666666666,-0.4498666666666667,447,0.2662192393736018
119,a grin on his face which irritated me dreadfully he said he had come to take me to the show I would not go with him but I came home and we had a great quarrel packed up all the Clothes I did not want to send by Wollimia on Thursday dressed again to meet Amey who came down by the evening train after she had some tea we Tom Amey and Maria all went to the Opera it was very good but we could not understand much of it being Italian we saw Amy home and walked home ourselves having Missed the tram Thursday Sept 14th A beautiful day Tom Amey and I all went to the Port to see Buggy all safe with luggage and to order store it took all the morning and more we three dined at Beaches afterwards Tom went to the Barracks we meet him there and then went to the show the flowers and fruit were very nice but have seen many better Amey came home with us in the evening when my sisters and Brother all meet together and we enjoyed ourselves very much till a late hour. Friday Sept 15th Tom got up again growling at me I was up first and the last to bed called Amey at eight I had little breakfast I went shopping Tom had to go to the different offices until late in the day after which we three went to North Adelaide saw some old friends came back to town. in the evening we had some Oysters called about a book for an old lady and afterwards went to the Academy of Music were we,D0002,120,280,144,0.5142857142857142,0.014333333333333332,0.9443333333333334,0.04133333333333333,0.3468,447,0.2684563758389262
120,together and we enjoyed ourselves very much till a late hour. Friday Sept 15th Tom got up again growling at me I was up first and the last to bed called Amey at eight I had little breakfast I went shopping Tom had to go to the different offices until late in the day after which we three went to North Adelaide saw some old friends came back to town. in the evening we had some Oysters called about a book for an old lady and afterwards went to the Academy of Music were we saw some sharp tricks we enjoyed it very much the illusions were very good afterwards took Amey home and missed the tram so had to walk to Thebarton Saturday Sept 16th A fine morning after the rain last night Tom Maria and I all went to town called for Amey Tom called at some offices afterwards we went to the races the first I had ever been to few people were there to what I expected to see four Jockeys fell one was killed quite a boy who helped to support his mother. A Subscription is being made for the mother we all took tea at Beaches and went to a concert at the town Hall in the evening which was very good. Tom and I had a growl after we came home. Sunday Sept 17 A cloudy day Tom very tiresome he had no breakfast but I had to make friends with him so that we could go to Harriettes to dinner we went to late in the Afternoon and stayed to tea we were driven home in the evening in,D0002,121,277,134,0.48375451263537905,0.013333333333333334,0.9063333333333333,0.08033333333333333,0.27140000000000003,447,0.27069351230425054
121,killed quite a boy who helped to support his mother. A Subscription is being made for the mother we all took tea at Beaches and went to a concert at the town Hall in the evening which was very good. Tom and I had a growl after we came home. Sunday Sept 17 A cloudy day Tom very tiresome he had no breakfast but I had to make friends with him so that we could go to Harriettes to dinner we went to late in the Afternoon and stayed to tea we were driven home in the evening in there trap Mrs Tate was very kind we took supper with Harriette. Eva and Harry were there I took a glass of half and half what pain it put me in Kasa and Edward did not come Monday sept 16th weather cloudy with a few fine Showers I have been bringing all day called or rather wanted for Tom while he went to the differant offices. I felt ill all the morning could not eat my dinner Tom Kept me waiting from 5.30. P.M. till nearly seven P.M. with a great heap of parcels I cried for fear Beaches would close before he came to me and I should be left in the street with the things I felt angry and he swore loud in the street at me but he had been drinking I have a fresh cold can't do any packing tonight we leave for Port Lincoln tomorrow I am so sorry I did not go home in the schooner last Thursday what a lot of money we should have saved and no end of trouble Tuesday Sept 19th I went to bed,D0002,122,288,162,0.5625,0.09942857142857142,0.8457142857142858,0.05471428571428571,-0.1447285714285714,447,0.27293064876957496
122,nearly seven P.M. with a great heap of parcels I cried for fear Beaches would close before he came to me and I should be left in the street with the things I felt angry and he swore loud in the street at me but he had been drinking I have a fresh cold can't do any packing tonight we leave for Port Lincoln tomorrow I am so sorry I did not go home in the schooner last Thursday what a lot of money we should have saved and no end of trouble Tuesday Sept 19th I went to bed this morning about 2 A.M. after packing nearly all mg belongings to be sent to Fowlers Bay by the next vessel but my I heart beat so fast from over fatigue and worry that I did not sleep well fancy being in town over three months and not find time to have my likeness taken Tom and I were all the morning doing business mine the last two days has been for other people went to say goodbye to Willie Toms brother while Tom and Amey went to buy Frank a watch we all dined at Beache's and afterwards left for the Port Mr Dyke and John Muckey came down to see us My sister's Harriette Lucy Cousin Maria and Toms Sister my little Niese and Nephew Harry and James we left At 3. P.M. in the Royal Shepherd for Port Lincoln a lovely afternoon with fine weather met Mr and Mrs Hansen on board from Lake Wangrey what a change has taken place in her through sickness. She is not like the same woman Wednesday,D0002,123,282,179,0.6347517730496454,0.11033333333333334,0.8236666666666667,0.06599999999999999,-0.15303333333333333,447,0.2751677852348993
123,Amey went to buy Frank a watch we all dined at Beache's and afterwards left for the Port Mr Dyke and John Muckey came down to see us My sister's Harriette Lucy Cousin Maria and Toms Sister my little Niese and Nephew Harry and James we left At 3. P.M. in the Royal Shepherd for Port Lincoln a lovely afternoon with fine weather met Mr and Mrs Hansen on board from Lake Wangrey what a change has taken place in her through sickness. She is not like the same woman Wednesday Sept 20th Royal Shepherd We have head winds this morning and a nasty sea this is a slow sailing vessel but I am not seasick Tom is very bad but think it is caused through his drinking too much whiskey yesterday Trooper Board is passenger with us he took a mad man to Adelaide I expected to see a very handsome man but am disappointed I wrote a letter to Lucy on board and will post it in Port Lincoln we arrived at the P.L. Jetty about 2 P.M. We all had dinner before we left what a beautiful table they keep three courses and then fruit saw a lot of Men on Jetty also Mr Blake and Le Meseurie and Trooper's Mr Blake took me to his wife were I had tea and met Miss Bartlette Mrs Blake's sister Tom has too get the horses shod and some straps made so that we can't get away tonight Mr Sullivan wants Tom to take Le Meseurie to Port Ellerson Police Station he is to assist Board during the shearing but,D0002,124,279,172,0.6164874551971327,0.03875,0.9007499999999999,0.0605,0.033750000000000016,447,0.27740492170022374
124,about 2 P.M. We all had dinner before we left what a beautiful table they keep three courses and then fruit saw a lot of Men on Jetty also Mr Blake and Le Meseurie and Trooper's Mr Blake took me to his wife were I had tea and met Miss Bartlette Mrs Blake's sister Tom has too get the horses shod and some straps made so that we can't get away tonight Mr Sullivan wants Tom to take Le Meseurie to Port Ellerson Police Station he is to assist Board during the shearing but I can't see why he could not have gone by the mail with Board We stayed the night at an Hotel and were very comfortable in the evening Tom took me to see Mrs. Sulliven by her wish Miss S. is a nice pretty girl also clever and industrious We had Coffee and cake before leaving and Kisses for one to finish up with they were more than kind to us both I wonder Tom can be so foolish to drink and make a stupid of himself when he is thought so much of and is on a fair way of getting on. I saw Miss Sullivans ferns and fancy work ferns from New Zealand they were very beautiful so was her work such a lovely calm evening Thursday Sept 21st What a fearfully windy hot dusty day up early dressed had breakfast afterwards Tom got things ready for a start then we went to say goodbye to Mr. Mrs. and Miss Sullivan and Mr and Mr. Blake from all we received great kindness Mr Blake drove the trap up to the,D0002,125,281,167,0.594306049822064,0.052000000000000005,0.7935,0.154,0.86175,447,0.2796420581655481
125,he is thought so much of and is on a fair way of getting on. I saw Miss Sullivans ferns and fancy work ferns from New Zealand they were very beautiful so was her work such a lovely calm evening Thursday Sept 21st What a fearfully windy hot dusty day up early dressed had breakfast afterwards Tom got things ready for a start then we went to say goodbye to Mr. Mrs. and Miss Sullivan and Mr and Mr. Blake from all we received great kindness Mr Blake drove the trap up to the Station and when we went out found the books that held up the back on foot board of Buggy had been pulled out by two of Mr Sullivans sons jumping up and both sitting on it the books giving way set the two young Scamps on the road after the good bye's and kisses we started with Mr Le Measurie about 11 a.m. for Lake Wangry distance twenty seven miles but first the break would catch on the wheel so we called at the blacksmiths he cut a little wood but had to be sent for from the public house but the alteration did no good and at last we found out that there was too much weight on one side that altered we got on firstrate although the weather was very uncomfortable at a place called the little swamp a single public house on the road side Tom gave me a glass of english Ale he had some Whiskey and Le Measurie Some Beer then we went on passing several Stations and houses on the road till we,D0002,126,275,160,0.5818181818181818,0.02,0.8545,0.126,0.46665,447,0.28187919463087246
126,he cut a little wood but had to be sent for from the public house but the alteration did no good and at last we found out that there was too much weight on one side that altered we got on firstrate although the weather was very uncomfortable at a place called the little swamp a single public house on the road side Tom gave me a glass of english Ale he had some Whiskey and Le Measurie Some Beer then we went on passing several Stations and houses on the road till we got to Lake Wangrey which we did about 4 P.M. we then had a wash and some lunch which I had to ask for Tom had a sleep while I hemmed my veil which was blown about a good deal by the wind when Tom got up we took a walk and paid Mr Hansen  pounds 27 twenty seven pounds for the horses but Tom said he bargained for them for twenty five on his way down with the son soon after ten Mr Tom went to bed the Whiskey he had drank made him thirsty Miss Lee Mrs Hansen's Governess played and sang for me which made a very pleasant evening went to my room about half past nine. Young Mr Hanson set the books right on the back of the trap for Tom. Friday Sept 22nd I was out of bed by half past six this morning We breakfasted by half past seven and started for Lake Hamilton by 8.A.M. Tom had Chaff and Bran given to the horses which has scowered them the mare is quite ill we passed several houses and Stations,D0002,127,284,157,0.5528169014084507,0.06975,0.9125000000000001,0.018,0.017825000000000035,447,0.2841163310961969
127,him thirsty Miss Lee Mrs Hansen's Governess played and sang for me which made a very pleasant evening went to my room about half past nine. Young Mr Hanson set the books right on the back of the trap for Tom. Friday Sept 22nd I was out of bed by half past six this morning We breakfasted by half past seven and started for Lake Hamilton by 8.A.M. Tom had Chaff and Bran given to the horses which has scowered them the mare is quite ill we passed several houses and Stations also one public house where Tore took out the horses to give them a drink while there a Mr and Mrs Wilthier small farmers now but when we knew them first at Fowlers Bay the husband was a shephed for James Armstrong she tells me they are very comfortable now and four of their Children are grown to men and women The weather Cooler and Cloudy I have been collecting plants with Mr. Le Mesurie’s help all day and could have gathered as many more had I the time and paper it is difficult work collecting as you travel along We arrived at Lake Hamilton about 3. 30 P.M. distance travelled to day 48 miles our horses have had just enough they have been very weak. all day from the purging I feel very tired and my cough is very troublesome had to buy some cough drops from the hawker here tonight Tom Met two more of his P.L. Chums here tonight what fearful man to drink Le Mesurie is I have just,D0002,128,271,172,0.6346863468634686,0.092375,0.8743750000000001,0.03325,-0.12079999999999998,447,0.28635346756152125
128,have gathered as many more had I the time and paper it is difficult work collecting as you travel along We arrived at Lake Hamilton about 3. 30 P.M. distance travelled to day 48 miles our horses have had just enough they have been very weak. all day from the purging I feel very tired and my cough is very troublesome had to buy some cough drops from the hawker here tonight Tom Met two more of his P.L. Chums here tonight what fearful man to drink Le Mesurie is I have just finished my Journal and must to bed Tom having been there since 8.P.M. it is now 9.30 P.M There are a great variety of wild flowers along the road and all very pretty Saturday Sept 25th We had breakfast early after which we soon made a start on the road again another fearful day hot wind blowing the whole day our horses are very weak and fear they will give in before the day is over about Midday day we came to Tungatta were for many years there was a Police Station but the Police are now removed Mr Board was the last Stationed there while he was away at one time his old mother who kept house for him was burnt to death with the Hut in which she lived only her ashes and a few bones were found which were buried at Bramfield at some fresh water in a swampy place Tom and Mr Le Mesurier watered the horse's Tom then left the Telegraph road not being sure which one to take to Bramfield and got,D0002,129,278,168,0.60431654676259,0.10879999999999998,0.8852,0.006,-0.53404,447,0.28859060402684567
129,for many years there was a Police Station but the Police are now removed Mr Board was the last Stationed there while he was away at one time his old mother who kept house for him was burnt to death with the Hut in which she lived only her ashes and a few bones were found which were buried at Bramfield at some fresh water in a swampy place Tom and Mr Le Mesurier watered the horse's Tom then left the Telegraph road not being sure which one to take to Bramfield and got on to a new cutting crossing the Tungketta Lake first two fearful bogs had to be got over and then a wide sheet of water with those two poor horses neither Mr Le Mesurier nor and I would drive in the trap but walked. I nearly loosing my shoes in the bog several times for it stuck to them worse than grease but we got over that and then had a long walk to get round the lake which we did with little trouble and met Tom all safe on the other side he said he was so knocked up with the fatigue or driving and the worry and fear of being stuck or smothered that he must have a little Whiskey we all had a drop some cake and made a fresh start over any thing but a good road having taken the back road we missed the eating house where we should have taken dinner We met a lad on horseback who told us the road to Bramfield and the first farmhouse we came to afterwards Tom called and asked the mistress to,D0002,130,280,162,0.5785714285714286,0.1205,0.8240000000000001,0.055499999999999994,-0.6668499999999999,447,0.29082774049217003
130,on the other side he said he was so knocked up with the fatigue or driving and the worry and fear of being stuck or smothered that he must have a little Whiskey we all had a drop some cake and made a fresh start over any thing but a good road having taken the back road we missed the eating house where we should have taken dinner We met a lad on horseback who told us the road to Bramfield and the first farmhouse we came to afterwards Tom called and asked the mistress to give me a cup of tea she very kindly gave us all lunch and I had a wash Tom took out the Horses gave them a drink and we rested nearly two hours Myers was the name of the people at the farm they keep sheep and were shearing. Mr Forty an old settler and for many years Manager on one of the large Sheep Stations about these parts we have just met here he looks very old and is knocking about on this farm for very little so much for drink what ruin it brings. our horses refreshed by food and water the are harnessed once more and we start for Bramfield which is a ten mile drive over a fearfully stoney road we arrived at Bramfield and Hotel kept by an Irish Widow woman about 5 P.M. Horses unharnessed for they were just done I wanted to go on to 3 Mr Hamps Station being tired Public houses but soon said the horses were too tired Mr Hamp had left a note for us and was then in the township it may,D0002,131,281,169,0.6014234875444839,0.07066666666666667,0.9053333333333334,0.023999999999999997,-0.1917,447,0.2930648769574944
131,for drink what ruin it brings. our horses refreshed by food and water the are harnessed once more and we start for Bramfield which is a ten mile drive over a fearfully stoney road we arrived at Bramfield and Hotel kept by an Irish Widow woman about 5 P.M. Horses unharnessed for they were just done I wanted to go on to 3 Mr Hamps Station being tired Public houses but soon said the horses were too tired Mr Hamp had left a note for us and was then in the township it may be called one at a neighbours he came to see us and took us with him in in his Buggy wich Mrs Hamp and Miss Mconald Mr Le Mesurie riding which he did not much care about We drove five miles over great stones all the way I was very glad when we came to the house when we a good was Mrs Hamp would man I me have son Whiskey which I dont think did me any harm for we had had a fearfully tring day I only took a cup of tea at the public house but the men took rat frrely of whisky I fear Miss Hamp and two line Boys were at home of the card working Hamp family she is Girl with more strenth then beaut they were all most kind to us after tea there was card playing some Music and we all sang a song by ach my cough very troublesome there was also a young man there who stayed the night a friand the Hamps but forces his name then we went to bed but I did not sleep well eather cooler Sunday Sept 22 today,D0002,132,289,176,0.6089965397923875,0.227,0.7384999999999999,0.034,-0.55225,447,0.2953020134228188
132,public house but the men took rat frrely of whisky I fear Miss Hamp and two line Boys were at home of the card working Hamp family she is Girl with more strenth then beaut they were all most kind to us after tea there was card playing some Music and we all sang a song by ach my cough very troublesome there was also a young man there who stayed the night a friand the Hamps but forces his name then we went to bed but I did not sleep well eather cooler Sunday Sept 22 today Miss Hamp brought me a cup and tea while dressing it was very nice breakfast over we all wrote four names in the girls Scrap books but Mr Ham but uly 11A.M. I walked Tom talked till in the garden with the Ladies admiring of ers till ared some tres floor the latter were growing wild after nobblers round we got away Mr Hamp s with Mrs Hamp to Bramfield of our kind host and here we took lea at hostest we took dinner and men made a start for elleston a small place on the coast we passed some nice wheet fields and plenty of wild flowers some Mr Le Mesurie gathered for me called to see Mrs. James Campble how wretched she looks and all about her A large wooken Hut of two rooms with scarse any furnture in it they have six daughters the four eldest are women all at home the baby is a boy not walking they must have a hard fight to live arrived at Elleston we drove to the and Police Station were,D0002,133,279,177,0.6344086021505376,0.0495,0.878,0.0725,0.4047,447,0.2975391498881432
133,made a start for elleston a small place on the coast we passed some nice wheet fields and plenty of wild flowers some Mr Le Mesurie gathered for me called to see Mrs. James Campble how wretched she looks and all about her A large wooken Hut of two rooms with scarse any furnture in it they have six daughters the four eldest are women all at home the baby is a boy not walking they must have a hard fight to live arrived at Elleston we drove to the and Police Station were we stayed the night with Mr and Mrs Board after a rest and wash Mrs Board and self wat a short walk to gather flowers for my collection the men folks went to see Mr Fry I called with Tom to see Mrs Fry in the evening she is a nice little woman felt fearfully tired and did not care much for runing about from place to place although everyone was very kind Monday Sept 25th A nice cool day with a fear very light slowers in the morning rester for our Journey as soon after breakfas as we could get after saying good bye to all our fre old and New met Young ohn May going lester as we left passed a lot of farm and for horses the wheet Crops most of the looking well arrived at Bally Mackins about nover small town shep cousisting of a pretched wine shop Blacksmith and saddlers shop with a few other shanties I badly was get at wanted a cup of tea but I but I had uless I went into me he to hold the,D0002,134,279,172,0.6164874551971327,0.039,0.912,0.048,0.0939,447,0.29977628635346754
134,morning rester for our Journey as soon after breakfas as we could get after saying good bye to all our fre old and New met Young ohn May going lester as we left passed a lot of farm and for horses the wheet Crops most of the looking well arrived at Bally Mackins about nover small town shep cousisting of a pretched wine shop Blacksmith and saddlers shop with a few other shanties I badly was get at wanted a cup of tea but I but I had uless I went into me he to hold the horses while Tom had a wine and a gossip with Young Men I felt very cross and had a glass of thes her re leaving several wine but just as we the tea me to the door one girls but I did not waite for it I wanted to a the May and Lords we missed their to go back a place on the road and had mile and a half much against Toms with as girl but I keen the two young we came and was anxious to see them Young John Mays place first only day said her baby at home Tom took out the horses there was plenty of water and grass for fold Mr May came them while at dinner in he was much surprised to see us after a rest we all walked across the field Cords son in lam to old may we were tea at ther long before the Bran take affeet on of is son two from here we could not get so and the night the men folks walked about stayed fortable I all not feel the farm but I he road but our horses badly at poor the old,D0002,135,296,161,0.543918918918919,0.059,0.928,0.012,-0.91,447,0.30201342281879195
135,only day said her baby at home Tom took out the horses there was plenty of water and grass for fold Mr May came them while at dinner in he was much surprised to see us after a rest we all walked across the field Cords son in lam to old may we were tea at ther long before the Bran take affeet on of is son two from here we could not get so and the night the men folks walked about stayed fortable I all not feel the farm but I he road but our horses badly at poor the old wanted the rest they May sent for his wife to come over to way the night which he did but we did app evening for the men at a he folks went Tousips just after tea with a word and returned about 10. P.M. I had up fast night little up up early had breakfast and went with the women to see the milked and gathered a few specimens of plants the horses had come by this time we were soon ready for a start one ore passed Billy Mackeney ay more some farmhouses and and arrived at Yalia Mr. A. Thompson Station in time for their dinner Miss Broadbent was washing Mr and Thompson still on St Peters dand in her mother day making here we are inted to stay severaly day by Mr Thompson but will leave in the morning what a fine house this would be dan up and well jurnished the flower garden is large and looks very nice Charley May is verver here living in a little Cottaye close by with his wife and little son,D0002,136,285,167,0.5859649122807018,0.02033333333333333,0.9486666666666667,0.031,0.01150000000000003,447,0.3042505592841163
136,ay more some farmhouses and and arrived at Yalia Mr. A. Thompson Station in time for their dinner Miss Broadbent was washing Mr and Thompson still on St Peters dand in her mother day making here we are inted to stay severaly day by Mr Thompson but will leave in the morning what a fine house this would be dan up and well jurnished the flower garden is large and looks very nice Charley May is verver here living in a little Cottaye close by with his wife and little son read made but think he will soon be gather to one of his own we called to see them in the evening came back had a little talk with Mr Thompson and went to bed very tired Wednesday Sept 27th Weather very warm today we started direetly after breakfast Clarley May had given Tom directions about the road which is a very bad one fearfully stoney and very indistinst for some distance with many branches we saw the houses in Venus Bay as we passed roung I knew the head land which leads to the enterance some distance off this about madday at a well here Tom gave the horses a drink but dont think it is much used for the water was full of dead Caterpillers I saw a great Many cranting about the grass here was scorched up I should think from heat of the sun so our horses are tired and the day hot every We travel on I someetimes gathering plants till we meet the mail with and Clode just come from,D0002,137,267,166,0.6217228464419475,0.075,0.86,0.065,-0.7955,447,0.30648769574944074
137,Venus Bay as we passed roung I knew the head land which leads to the enterance some distance off this about madday at a well here Tom gave the horses a drink but dont think it is much used for the water was full of dead Caterpillers I saw a great Many cranting about the grass here was scorched up I should think from heat of the sun so our horses are tired and the day hot every We travel on I someetimes gathering plants till we meet the mail with and Clode just come from Fowlers Bay he has been in charge of the Station but is now going to town with a case for the coart we get to wheetra Mr Schlans and Station about 4 P.M. have to ask for a nights lodgein the poor horses very tired which Mrs Schlank kindly gives us we have to wash and some tea and cake here are three women mother and two daughters and three little boys not a man on the run to do a single thing Tom went out with two little boys just able to ride and brought in some sheep at dask several of us helped with the Garding of them for the night Tom is such a had Butcher that the will have to wait till the mailman Jeturns before they can get any Mutton he caught one sheep and tied it up to waite the knife We have travel to day 26 miles the Messes Schlanks play the Piange in the evening they have a little Boy three fears old who can't talk the Thursday Sept 26 Up early our brealast of cas team,D0002,138,283,171,0.6042402826855123,0.061,0.917,0.022,-0.9202,447,0.3087248322147651
138,boys just able to ride and brought in some sheep at dask several of us helped with the Garding of them for the night Tom is such a had Butcher that the will have to wait till the mailman Jeturns before they can get any Mutton he caught one sheep and tied it up to waite the knife We have travel to day 26 miles the Messes Schlanks play the Piange in the evening they have a little Boy three fears old who can't talk the Thursday Sept 26 Up early our brealast of cas team Jam and bread we leave our kind friends for Streaky Bay after travelling a few miles the road proved and we and trotted to Mary ville Mr Horns Station this is a very nice place the manager has a nice large house and garden but houses and workmans cots all very tidy looking here they were day making Mr and Mr Anderson were very kind and gave us some dinner I had a glass of ale Tom some thing strong our horses were put into the hay field to help themselves but they would not eat the good food only picked at the wild Stuff around the edges of the field We left again at 2P. no more hout till we reached Streaky Bay which we did about 3. P.M. the poor horses just done tired out Tom had to whip them through the township to the Police Station We are very thankful to be this far Mrs McCord gave us a kindly welcome the horses attended to we soon had a wash a rest and some tea Mr McCord is away we,D0002,139,281,174,0.6192170818505338,0.09300000000000001,0.8176666666666668,0.08933333333333333,0.1149,447,0.31096196868008946
139,the hay field to help themselves but they would not eat the good food only picked at the wild Stuff around the edges of the field We left again at 2P. no more hout till we reached Streaky Bay which we did about 3. P.M. the poor horses just done tired out Tom had to whip them through the township to the Police Station We are very thankful to be this far Mrs McCord gave us a kindly welcome the horses attended to we soon had a wash a rest and some tea Mr McCord is away we meet him going to Clleston looking very aged I hard knew him I called to see Mr Montgomerie in the evening the young people were having a dance but I did not see them she was very busy in the bar for some shearers were in having finished at one of Mr Schlanks sheds and were going to another we soon went back to Mrs McCords for bed my chest trouble me tonight. Friday Sept 25th Such a fearful morning hot wind blowing breakfast over we get things ready for a start for Fowlers Bay I felt very anxious the horses we have today have not been in harness for years they are fat strong and wild the wind was so fearfully strong that Tom had to get a pice of malle and put on the Cushings to keep them in place I went to say good bye to old friend while the horses were put in the trap for trial I went with my heart beating fast last there night be some fearful danage done to life and trap twife round,D0002,140,281,168,0.597864768683274,0.121,0.8280000000000001,0.05075,-0.47875,447,0.3131991051454139
140,over we get things ready for a start for Fowlers Bay I felt very anxious the horses we have today have not been in harness for years they are fat strong and wild the wind was so fearfully strong that Tom had to get a pice of malle and put on the Cushings to keep them in place I went to say good bye to old friend while the horses were put in the trap for trial I went with my heart beating fast last there night be some fearful danage done to life and trap twife round the township Tom drove them before I could get up and then had to take a back seat and glad to get it. while visions head was being held by Mr Harry Mudge let go they started full all up and down over sand hill with the break hard down for the first 10 miles with a Blackfellowe riding a head to open the gates Harry Squires the Mailman came with us the first few miles when he left I felt lonely at with only Tom and Mese two wild brutes but when we had travelled about 20 miles they settled down and allowed me to to clib over the seat to the front Tom said his Arms ached and no under I cut some to bacco and filled his pipe of when we got into me Scrub out of the wind he had a nobbler of Brang out of my small bottle and I had a smake drop to to wash down the sand for I was nearly buried in it beind I could get down now and open gates for the rest of the day Tom sent the black back to SB to,D0002,141,293,161,0.5494880546075085,0.08549999999999999,0.8640000000000001,0.049999999999999996,-0.7581500000000001,447,0.31543624161073824
141,wild brutes but when we had travelled about 20 miles they settled down and allowed me to to clib over the seat to the front Tom said his Arms ached and no under I cut some to bacco and filled his pipe of when we got into me Scrub out of the wind he had a nobbler of Brang out of my small bottle and I had a smake drop to to wash down the sand for I was nearly buried in it beind I could get down now and open gates for the rest of the day Tom sent the black back to SB to bring on the horses we left there after they had rested a few days this was fearful heavy and travelling through sand and scrub all day arrived at Point Brown Mr Watsons sheep Station about 3 P.M. he is shearing we first called at the house noone in it Tom unharnessed the horses Mr Vision is very nervous and flight even now I had to hold him a little while Tom got the Hobbles we then walked down to the shed Tom called and saw Mr Watson wh is a Batchelor and just now has no house keeper he was very very kind he came from the shed and told Tom we could take tea before the men came in which we did from Sannakins and to plates thankful to have reached this far without accrdent but the smoke from the chimney nearly killed me then we went back to house some one had made a fire for the night was chilly and such a fire too the wind driving the Po smoke down the Huney filling the room and driving,D0002,142,288,158,0.5486111111111112,0.091,0.87,0.039,-0.9622,447,0.31767337807606266
142,saw Mr Watson wh is a Batchelor and just now has no house keeper he was very very kind he came from the shed and told Tom we could take tea before the men came in which we did from Sannakins and to plates thankful to have reached this far without accrdent but the smoke from the chimney nearly killed me then we went back to house some one had made a fire for the night was chilly and such a fire too the wind driving the Po smoke down the Huney filling the room and driving me out into the begandak where I had to stay for some time then Mr Watson came opened both doors which soon cleared the room of smoke and I could go inside and have a rest then two other Young Gentlemen came and we had a talk Mr Watson showing me his Scrap Book of beautiful view of different places I was so sleepy could not keep my eyes open I suppose our kind lost potticed it he said would and like to go to bed I thanked him and went he giving us his room with water tul and sponge for bath. We are to rise early in the morning to make Charra so Tom says Saturday Sept 20th Weather cooler today Islept sound last night but we did put rise very early this morning by the timed washe dressed and tidyed the room fit was passed eight o'clock when we went down for breakfast our kind fast came to bid us good bye took our breakfast with plenty of smoke and the cook talking all the time a man of,D0002,143,280,163,0.5821428571428572,0.0265,0.872,0.1015,0.76135,447,0.319910514541387
